Name,Gender,Origin
Kinsley,f,English (Modern)
Kip,m,English
Kipling,m,English (Rare)
Kir,m,Russian
Kira,f,"English, Russian"
Kirabo,"m, f","Eastern African, Ganda"
Kiran,"m, f","Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Tamil, Telugu, Urdu"
Kirby,m,English
Kire,m,Macedonian
Kiri,f,Maori
Kiril,m,"Bulgarian, Macedonian"
Kirill,m,Russian
Kirils,m,Latvian
Kirk,m,English
Kirke,f,Greek Mythology
Kiro,m,Macedonian
Kirsi,f,Finnish
Kirsikka,f,Finnish
Kirsteen,f,Scottish
Kirsten,f,"Danish, English, Norwegian"
Kirsti,f,Finnish
Kirstie,f,Scottish
Kirstin,f,Scottish
Kirstine,f,Danish
Kirsty,f,Scottish
Kirtida,f,"Hindi, Indian"
Kisecawchuck,m,"Cree, Native American"
Kisha,f,African American
Kishan,m,"Gujarati, Hindi, Indian"
Kishor,m,"Hindi, Indian, Marathi, Nepali, Tamil, Telugu"
Kishore,m,"Hindi, Indian, Marathi, Tamil, Telugu"
Kishori,f,"Indian, Marathi"
Kismet,f,Turkish
Kistiñe,f,Basque
Kit,"m, f",English
Kitti,f,Hungarian
Kitty,f,English
Kivanç,m,Turkish
Kiyoko,f,Japanese
Kiyoshi,m,Japanese
Kizzie,f,English
Kizzy,f,English
Ki̇raz,f,Turkish
Kjeld,m,Danish
Kjell,m,"Norwegian, Swedish"
Kjellfrid,f,Norwegian
Kjersti,f,Norwegian
Kjerstin,f,"Norwegian, Swedish"
Kjetil,m,Norwegian
Klaas,m,"Dutch, Low German"
Klaes,m,Frisian
Klahan,m,Thai
Klaos,m,Limburgish
Klara,f,"Croatian, Danish, German, Icelandic, Norwegian, Polish, Russian, Slovene, Swedish, Ukrainian"
Klas,m,Swedish
Klasina,f,Dutch
Klaudia,f,"Polish, Slovak"
Klaudie,f,Czech
Klaudija,f,Croatian
Klaudijs,m,Latvian
Klaudio,m,Croatian
Klaudiusz,m,Polish
Klaus,m,"Danish, Finnish, German, Norwegian"
Klava,f,Russian
Klavdija,f,Slovene
Klavdiya,f,"Bulgarian, Russian, Ukrainian"
Klazina,f,Dutch
Kleio,f,Greek Mythology
Kleisthenes,m,Ancient Greek
Kleitos,m,Ancient Greek
Klemen,m,Slovene
Klemens,m,"Danish, German, Polish, Swedish"
Klement,m,"Czech, Slovak"
Klementina,f,"Croatian, Slovene"
Klementyna,f,Polish
Kleon,m,Ancient Greek
Kleopas,m,Biblical Greek
Kleopatra,f,Ancient Greek
Kleopatros,m,Ancient Greek
Klim,m,"Russian, Ukrainian"
Kliment,m,"Bulgarian, Macedonian, Russian, Ukrainian"
Klimentina,f,Macedonian
Klopas,m,Biblical Greek
Klotho,f,Greek Mythology
Klotild,f,Hungarian (Rare)
Klytaimnestra,f,Greek Mythology
Klytië,f,Greek Mythology
Klára,f,"Czech, Hungarian, Slovak"
Klāra,f,Latvian
Knox,m,English
Knud,m,Danish
Knut,m,"Danish, German, Norwegian, Swedish"
Knute,m,Norwegian
Knútr,m,Ancient Scandinavian
Koa,m,Hawaiian
Koba,m,Georgian
Kobe,m,"Dutch, Various"
Kobina,m,"Akan, Western African"
Kobus,m,Dutch
Koby,m,English (Modern)
Kodey,m,English (Rare)
Kody,m,English (Modern)
Koen,m,Dutch
Koenraad,m,Dutch
Koert,m,Dutch
Kofi,m,"Akan, Western African"
Kohaku,"m, f",Japanese
Kohar,f,Armenian
Koharu,f,Japanese
Kohinoor,f,Various
Koios,m,Greek Mythology
Koit,m,Estonian
Kojo,m,"Akan, Western African"
Kokoro,f,Japanese
Kolab,f,Khmer
Kolby,m,English (Modern)
Koldo,m,Basque
Koldobika,m,Basque
Kole,m,English (Modern)
Kolleen,f,English (Rare)
Kolman,m,German (Rare)
Koloman,m,"German (Rare), Slovak"
Kolos,m,Hungarian
Kolya,m,Russian
Komang,"m, f","Balinese, Indonesian"
Konani,"m, f",Hawaiian
Kondrat,m,Polish (Archaic)
Kondwani,"m, f","Chewa, Southern African"
Konnor,m,English (Modern)
Konrad,m,"Danish, German, Norwegian, Polish, Slovene, Swedish"
Konrád,m,"Czech, Hungarian, Slovak"
Konstancja,f,Polish
Konstantin,m,"Bulgarian, German, Hungarian, Macedonian, Russian, Serbian"
Konstantina,f,Greek
Konstantine,m,Georgian
Konstantinos,m,Greek
Konstanty,m,Polish
Konstantyn,m,Polish
Konstanze,f,German
Konul,f,Azerbaijani
Koos,m,Dutch
Koppel,m,Yiddish
Koppány,m,Hungarian
Kora,f,German
Koralia,f,"Greek, Late Greek"
Koraljka,f,Croatian
Koralo,m,Esperanto
Koray,m,Turkish
Korbin,m,English (Modern)
Korbinian,m,German
Kord,m,German
Kore,f,Greek Mythology
Koresh,m,Biblical Hebrew
Korey,m,English
Kori,f,English
Korina,f,Greek
Korinna,f,Ancient Greek
Kornel,m,"Czech, Polish, Slovak"
Korneli,m,Georgian
Kornelia,f,"German, Polish"
Kornelija,f,"Croatian, Serbian"
Kornél,m,Hungarian
Kornélia,f,"Hungarian, Slovak"
Kornélie,f,Czech
Korrine,f,English (Rare)
Kortney,f,English (Modern)
Kory,m,English
Korë,f,Greek Mythology
Kosmas,m,Ancient Greek
Kosta,m,Bulgarian
Kostadin,m,"Bulgarian, Macedonian"
Kostandin,m,Albanian
Kostya,m,Russian
Kostyantyn,m,Ukrainian
Kotone,f,Japanese
Kotryna,f,Lithuanian
Kou,m,Hmong
Kouki,m,Japanese
Kourtney,f,English (Modern)
Kouta,m,Japanese
Krasimir,m,"Bulgarian, Medieval Slavic"
Krasimira,f,Bulgarian
Krastio,m,Bulgarian
Krastyo,m,Bulgarian
Krastyu,m,Bulgarian
Kreindel,f,Yiddish
Kreine,f,Yiddish
Kreios,m,Greek Mythology
Kreka,f,History
Kresimir,m,Medieval Slavic
Kreskes,m,Biblical Greek
Kresten,m,Danish
Kreszentia,f,German (Rare)
Kreszenz,f,German (Rare)
Krešimir,m,Croatian
Krešimira,f,Croatian
Krešo,m,Croatian
Kriemhild,f,"German (Rare), Germanic Mythology"
Kriemhilde,f,German
Krikor,m,Armenian
Krimhilde,f,German (Rare)
Kris,"m, f","Danish, English"
Krishna,m,"Bengali, Gujarati, Hindi, Hinduism, Indian, Kannada, Malayalam, Marathi, Nepali, Tamil, Telugu"
Krisna,m,Indonesian
Krista,f,"English, Finnish, German"
Kristal,f,English
Kristaps,m,Latvian
Kristeen,f,English (Rare)
Kristel,f,English (Rare)
Kristen,f,English
Kristen,m,"Danish, Norwegian"
Krister,m,Swedish
Kristi,f,English
Kristia,f,English (Rare)
Kristian,m,"Danish, Finnish, Norwegian, Swedish"
Kristiane,f,German
Kristie,f,English
Kristiina,f,"Estonian, Finnish"
Kristijan,m,"Croatian, Macedonian, Serbian, Slovene"
Kristijonas,m,Lithuanian
Kristin,f,"Danish, English, German, Norwegian, Swedish"
Kristina,f,"Bulgarian, Croatian, Czech, Danish, English, Faroese, German, Lithuanian, Norwegian, Russian, Serbian, Slovene, Swedish"
Kristine,f,"Danish, English, German, Norwegian, Swedish"
Kristiyan,m,Bulgarian
Kristiāna,f,Latvian
Kristiāns,m,Latvian
Kristjan,m,"Estonian, Slovene"
Kristjana,f,Icelandic
Kristján,m,Icelandic
Kristoffer,m,"Danish, Norwegian, Swedish"
Kristofor,m,Croatian (Rare)
Kristopher,m,English
Kristupas,m,Lithuanian
Kristy,f,English
Kristín,f,Icelandic
Kristína,f,Slovak
Kristóf,m,Hungarian
Kristýna,f,Czech
Kristīna,f,Latvian
Kristīne,f,Latvian
Krisztina,f,Hungarian
Krisztián,m,Hungarian
Krištof,m,"Slovak, Slovene"
Kronos,m,Greek Mythology
Krsto,m,Croatian
Kruno,m,Croatian
Krunoslav,m,Croatian
Krysia,f,Polish
Krystal,f,English
Krystelle,f,English (Rare)
Krysten,f,English (Modern)
Krystian,m,Polish
Krystiana,f,Polish (Rare)
Krystina,f,English (Modern)
Krystine,f,English (Rare)
Krystle,f,English (Modern)
Krystyn,m,Polish (Rare)
Krystyna,f,Polish
Kryštof,m,Czech
Krzesimir,m,Polish (Rare)
Krzysiek,m,Polish
Krzysztof,m,Polish
Krzyś,m,Polish
Ksawery,m,Polish
Ksenia,f,Polish
Ksenija,f,"Croatian, Macedonian, Serbian, Slovene"
Kseniya,f,Russian
Kshathra,m,Persian Mythology
Kshitij,m,"Hindi, Indian, Marathi"
Kshitija,f,"Hindi, Indian, Marathi"
Kuba,m,Polish
Kudret,m,Turkish
Kukka,f,Finnish
Kulap,"m, f",Thai
Kuldeep,m,Indian (Sikh)
Kumar,m,"Assamese, Bengali, Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Odia, Punjabi, Tamil, Telugu"
Kumara,m,Hinduism
Kumaran,m,"Indian, Malayalam, Tamil"
Kumari,f,"Hindi, Hinduism, Indian, Telugu"
Kumbukani,"m, f","Chewa, Southern African"
Kumiko,f,Japanese
Kun,"m, f",Chinese
Kunal,m,"Bengali, Gujarati, Hindi, Indian, Marathi, Punjabi"
Kunala,m,Sanskrit
Kunegunda,f,Polish (Rare)
Kunibert,m,"Ancient Germanic, German (Rare)"
Kunigonde,f,Dutch
Kunigunde,f,German (Rare)
Kuno,m,"Ancient Germanic, German"
Kunthea,f,Khmer
Kunti,f,Hinduism
Kunto,f,"Akan, Western African"
Kunzang,"m, f","Bhutanese, Tibetan"
Kuro,m,Japanese
Kurou,m,Japanese
Kurt,m,"English, German"
Kurtis,m,English
Kurush,m,Ancient Persian
Kustaa,m,Finnish
Kusti,m,Finnish
Kusuma,"m, f",Indonesian
Kuwat,m,"Indonesian, Javanese"
Kuzey,m,Turkish
Kuzma,m,Russian
Kuzman,m,"Bulgarian, Macedonian, Serbian"
Kveta,f,Czech
Kwabena,m,"Akan, Western African"
Kwadwo,m,"Akan, Western African"
Kwaku,m,"Akan, Western African"
Kwame,m,"Akan, Western African"
Kwasi,m,"Akan, Western African"
Kweku,m,"Akan, Western African"
Kwesi,m,"Akan, Western African"
Kyla,f,English
Kyle,m,English
Kylee,f,English
Kyleigh,f,English (Modern)
Kyler,m,English (Modern)
Kylian,m,French
Kylie,f,English
Kylli,f,Finnish
Kyllikki,f,"Finnish, Finnish Mythology"
Kym,f,English (Rare)
Kynaston,m,English (Rare)
Kynthia,f,Greek Mythology
Kyo,"m, f",Japanese
Kyou,"m, f",Japanese
Kyra,f,English
Kyran,m,Irish
Kyriake,f,Greek
Kyriaki,f,Greek
Kyriakos,m,"Ancient Greek, Greek"
Kyrillos,m,Ancient Greek
Kyrilu,m,Medieval Slavic
Kyros,m,"Ancient Greek, Biblical Greek"
Kyrsten,f,English (Rare)
Kyrylo,m,Ukrainian
Kyung,"m, f",Korean
Kyung-hee,f,Korean
Kyung-ja,f,Korean
Kyung-sook,f,Korean
Kyveli,f,Greek
Kyösti,m,Finnish
Kája,f,Czech
Kálmán,m,Hungarian
Kári,m,Ancient Scandinavian
Károly,m,Hungarian
Kázmér,m,Hungarian
Käthe,f,German
Kåre,m,"Danish, Norwegian, Swedish"
Kóri,m,Ancient Scandinavian
Körbl,m,German
Kęstutis,m,Lithuanian
Laarni,f,Filipino
Laban,m,Biblical
Labhrainn,m,Scottish
Labhrás,m,Irish
Laboni,f,Bengali
Lacey,"m, f",English
Lachesis,f,Greek Mythology
Lachie,m,Scottish
Lachina,f,Scottish
Lachlan,m,"English (Australian), Scottish"
Lachtna,m,Irish
Laci,f,English
Laci,m,Hungarian
Lacy,"m, f",English
Ladislao,m,Italian
Ladislas,m,History
Ladislaus,m,History
Ladislav,m,"Croatian, Czech, Slovak, Slovene"
Ladislava,f,"Czech, Slovak"
Lado,m,Georgian
Ladonna,f,African American
Lael,m,Biblical
Laelia,f,Ancient Roman
Laelius,m,Ancient Roman
Laetitia,f,"French, Late Roman"
Lagina,f,African American (Rare)
Lagle,f,Estonian
Lahja,f,Finnish
Laia,f,Catalan
Laila,f,"Arabic, Danish, English, Finnish, Norwegian, Swedish"
Laima,f,"Baltic Mythology, Latvian, Lithuanian"
Laimutė,f,Lithuanian
Laine,f,Estonian
Lainey,f,English (Modern)
Laios,m,Greek Mythology
Laird,m,English (Rare)
Laius,m,Greek Mythology (Latinized)
Lajos,m,Hungarian
Lake,"m, f",English (Rare)
Lakeisha,f,African American
Lakeshia,f,African American
Lakisha,f,African American
Lakshman,m,"Hindi, Indian, Marathi, Tamil, Telugu"
Lakshmana,m,Hinduism
Lakshmi,"m, f","Hindi, Hinduism, Indian, Kannada, Malayalam, Marathi, Tamil, Telugu"
Lal,m,"Hindi, Indian, Nepali"
Lala,f,Bulgarian
Lalage,f,Literature
Lalawethika,m,"Native American, Shawnee"
Lale,f,Turkish
Laleh,f,Persian
Lali,f,Georgian
Lalia,f,English (Rare)
Lalit,m,"Hindi, Indian, Marathi"
Lalita,f,"Hindi, Hinduism, Indian, Marathi"
Lalitha,f,"Indian, Malayalam, Tamil, Telugu"
Lalla,f,Literature
Lallie,f,English (Rare)
Lally,f,English (Rare)
Lalo,m,Spanish
Lamar,m,"African American, English"
Lambaer,m,Limburgish
Lambert,m,"Ancient Germanic, Dutch, English, French, German"
Lamberto,m,Italian
Lamech,m,Biblical
Lamia,f,"Arabic, Greek Mythology"
Lamija,f,Bosnian
Lamis,f,Arabic
Lammert,m,Dutch
Lamont,m,English
Lamprecht,m,"Ancient Germanic, German (Archaic)"
Lamya,f,Arabic
Lan,"m, f","Chinese, Vietnamese"
Lana,f,"Croatian, English, Russian, Serbian"
Lance,m,English
Lancelot,m,Arthurian Romance
Landebert,m,Ancient Germanic
Landen,m,English (Modern)
Landon,m,English
Lane,m,English
Laney,f,English
Lanford,m,English (Rare)
Langdon,m,English (Rare)
Lani,f,Hawaiian
Lanny,m,English
Lanre,m,"Western African, Yoruba"
Lanzo,m,Ancient Germanic
Laoghaire,m,Irish
Laoise,f,Irish
Lapo,m,Italian
Lara,f,"Croatian, Dutch, English, French, German, Hungarian, Italian, Portuguese, Roman Mythology, Russian, Slovene, Spanish"
Laraine,f,English
Lari,m,Finnish
Larisa,f,"Greek Mythology, Latvian, Romanian, Russian, Ukrainian"
Larissa,f,"English, Greek Mythology (Latinized), Portuguese (Brazilian)"
Lark,f,English (Rare)
Larkin,m,Medieval English
Larrie,m,English
Larry,m,English
Lars,m,"Danish, Dutch, Finnish, German, Norwegian, Swedish"
Larunda,f,Roman Mythology
Laryn,f,English (Rare)
Larysa,f,Ukrainian
Lashawn,"m, f",African American
Lashay,m,African American (Rare)
Lashonda,f,African American
Lasse,m,"Danish, Finnish, Norwegian, Swedish"
Lassi,m,Finnish
Lata,f,"Hindi, Indian, Marathi"
Latanya,f,African American
Latasha,f,African American
Lateefah,f,Arabic
Latif,m,Arabic
Latifa,f,Arabic
Latifah,f,Arabic
Latisha,f,African American
Lati̇fe,f,Turkish
Latonya,f,African American
Latoya,f,African American
Lau,m,"Dutch, Limburgish"
Lauchlan,m,Scottish
Lauma,f,"Baltic Mythology, Latvian"
Launce,m,Literature
Launo,m,Finnish (Rare)
Laura,f,"Croatian, Danish, Dutch, English, Estonian, Finnish, German, Hungarian, Italian, Late Roman, Norwegian, Polish, Portuguese, Romanian, Slovene, Spanish, Swedish"
Lauraine,f,English (Rare)
Laure,f,French
Laureen,f,English
Laurel,f,English
Laurelle,f,English (Rare)
Lauren,"m, f",English
Laurena,f,English (Rare)
Laurence,f,French
Laurence,m,English
Laurencia,f,English (Rare)
Laurene,f,English
Laurens,m,Dutch
Laurent,m,French
Laurentia,f,Ancient Roman
Laurentin,m,French (Rare)
Laurentina,f,Ancient Roman
Laurentine,f,French (Rare)
Laurentinus,m,Ancient Roman
Laurentius,m,Ancient Roman
Laurenz,m,German
Laurențiu,m,Romanian
Lauressa,f,English (Rare)
Lauretta,f,Italian
Laurette,f,French
Lauri,m,Finnish
Laurie,"m, f","Dutch, English"
Laurinda,f,English (Rare)
Laurine,f,French
Laurissa,f,English (Rare)
Laurita,f,Spanish
Laurits,m,"Danish, Norwegian"
Lauritz,m,"Danish, Norwegian"
Lauro,m,Italian
Laurus,m,Late Roman
Lauryn,f,English (Modern)
Laurynas,m,Lithuanian
Lavanya,f,"Hindi, Indian, Tamil, Telugu"
Lavena,f,English (Rare)
Lavender,f,English (Rare)
Lavern,"m, f",English
Laverna,f,Roman Mythology
Laverne,"m, f",English
Lavi,m,Hebrew
Lavina,f,English
Lavinia,f,"Roman Mythology, Romanian"
Lavone,f,English (Rare)
Lavonne,f,English
Lavra,f,Slovene
Lavrenti,m,Russian
Lavrentios,m,Greek
Lavrentiy,m,Russian
Lavrenty,m,Russian
Law,m,Medieval English
Lawahiz,f,Arabic (Rare)
Lawan,f,Thai
Lawanda,f,African American
Lawrence,m,English
Lawrie,m,English
Lawson,m,English
Laxman,m,"Hindi, Indian, Marathi, Telugu"
Laxmi,"m, f","Hindi, Indian, Marathi, Nepali, Telugu"
Layla,f,"Arabic, English"
Layne,m,English
Layton,m,English
Laz,m,English
Lazar,m,"Bulgarian, Croatian, Macedonian, Russian, Serbian"
Lazare,m,French
Lazaros,m,Biblical Greek
Lazarus,m,"Biblical, Biblical Latin"
Lazer,m,Yiddish
Lazzaro,m,Italian
Lea,f,"Croatian, Danish, Dutch, Finnish, German, Norwegian, Slovene, Swedish"
Leachlainn,m,Irish
Leah,f,"Biblical, Biblical Hebrew, English, Hebrew"
Leander,m,Greek Mythology (Latinized)
Leandra,f,"Italian, Portuguese, Spanish"
Leandro,m,"Italian, Portuguese, Spanish"
Leandros,m,Greek Mythology
Leann,f,English
Leanna,f,English
Leanne,f,English
Leanora,f,English (Rare)
Leary,m,Irish
Leatrice,f,English
Leberecht,m,German (Rare)
Lebron,m,African American (Rare)
Lech,m,"Polish, Slavic Mythology"
Lechosław,m,Polish
Lechosława,f,Polish (Rare)
Lecia,f,English (Rare)
Leda,f,Greek Mythology
Lee,"m, f",English
Leeann,f,English
Leeba,f,Yiddish
Leela,f,"Hindi, Indian, Kannada, Malayalam, Tamil, Telugu"
Leelo,f,Estonian
Leena,f,"Estonian, Finnish"
Leesa,f,English
Leevi,m,Finnish
Lefteris,m,Greek
Legolas,m,Literature
Lehi,m,"Biblical, Mormon"
Lehua,"m, f",Hawaiian
Lei,"m, f","Chinese, Hawaiian"
Leia,f,"Biblical Greek, Popular Culture"
Leif,m,"Danish, Norwegian, Swedish"
Leifr,m,Ancient Scandinavian
Leifur,m,Icelandic
Leigh,"m, f",English
Leighton,m,English
Leila,f,"Arabic, English, Georgian, Persian"
Leilah,f,English (Rare)
Leilani,"m, f",Hawaiian
Leimomi,f,Hawaiian
Leith,"m, f",English (Rare)
Leiv,m,Norwegian
Lejla,f,Bosnian
Lekan,m,"Western African, Yoruba"
Lela,f,English
Leland,m,English
Lelia,f,Italian
Lelio,m,Italian
Lelle,m,Swedish
Lemminkäinen,m,Finnish Mythology
Lemoine,m,English (Rare)
Lempi,f,Finnish
Lemuel,m,"Biblical, Biblical Hebrew, Mormon"
Len,m,English
Lena,f,"Danish, English, German, Italian, Norwegian, Polish, Portuguese, Russian, Swedish"
Lenard,m,English
Lenart,m,Slovene
Lene,f,"Danish, German, Norwegian"
Leni,f,German
Lenka,f,"Czech, Slovak"
Lennard,m,English (Rare)
Lennart,m,"Danish, Dutch, Low German, Norwegian, Swedish"
Lennie,m,English
Lennon,m,"English (Rare), Scottish"
Lennox,m,"English (Rare), Scottish"
Lenny,m,English
Lenora,f,English
Lenore,f,English
Lenox,m,"English (Rare), Scottish"
Lenuța,f,Romanian
Lenz,m,German
Leo,m,"Croatian, Danish, Dutch, English, Finnish, German, Late Roman, Norwegian, Swedish"
Leobwin,m,Ancient Germanic
Leocadia,f,"Late Roman, Spanish"
Leocadio,m,Spanish
Leocadius,m,Late Roman
Leocádia,f,Portuguese
Leofdæg,m,Anglo-Saxon
Leofflæd,f,Anglo-Saxon
Leofric,m,Anglo-Saxon
Leofsige,m,Anglo-Saxon
Leofstan,m,Anglo-Saxon
Leofwine,m,Anglo-Saxon
Leokadia,f,Polish
Leola,f,English
Leolin,m,Welsh
Leon,m,"Ancient Greek, Croatian, Dutch, English, German, Polish, Slovene"
Leona,f,"English, German"
Leonard,m,"Ancient Germanic, Dutch, English, German"
Leonarda,f,Italian
Leonardo,m,"History, Italian, Portuguese, Spanish"
Leonas,m,Lithuanian
Leoncio,m,Spanish
Leone,f,English
Leone,m,Italian
Leonhard,m,German
Leonia,f,Late Roman
Leonid,m,"Russian, Ukrainian"
Leonida,m,Italian
Leonidas,m,"Ancient Greek, Greek"
Leonie,f,"Dutch, German"
Leonius,m,Late Roman
Leonor,f,"Portuguese, Spanish"
Leonora,f,Italian
Leonore,f,German
Leonti,m,Russian
Leontina,f,"Italian, Late Roman"
Leontios,m,Ancient Greek
Leontius,m,Ancient Greek (Latinized)
Leontiy,m,Russian
Leonty,m,Russian
Leontyne,f,English (Rare)
Leonzio,m,Italian
Leopold,m,"Dutch, English, German, Polish, Slovene"
Leopoldo,m,"Italian, Portuguese, Spanish"
Leoš,m,Czech
Ler,m,Irish Mythology
Lera,f,"Russian, Ukrainian"
Lerato,f,"Sotho, Southern African"
Leroi,m,English (Rare)
Leroy,m,English
Les,m,English
Lesedi,f,"Southern African, Tswana"
Lesia,f,English
Lesleigh,f,English (Rare)
Lesley,"m, f",English
Leslie,"m, f",English
Lesly,f,English (Modern)
Lessie,f,English
Lestari,f,Indonesian
Lestat,m,Literature
Lester,m,English
Lesya,f,Ukrainian
Leszek,m,Polish
Lesław,m,Polish
Lesława,f,Polish
Leta,f,English
Letha,f,English
Leticia,f,Spanish
Letitia,f,English
Letizia,f,Italian
Leto,f,Greek Mythology
Lettice,f,English (Archaic)
Lettie,f,English
Letty,f,English
Letícia,f,"Hungarian, Portuguese"
Leudagar,m,Ancient Germanic
Leudbald,m,Ancient Germanic
Leudoberct,m,Ancient Germanic
Leui,m,Biblical Greek
Leutgard,f,Ancient Germanic
Leuthar,m,Ancient Germanic
Leutwin,m,Ancient Germanic
Lev,m,"Hebrew, Russian"
Levan,m,Georgian
Levent,m,Turkish
Levente,m,Hungarian
Levi,m,"Biblical, Biblical Latin, Dutch, English, Hebrew"
Levon,m,Armenian
Lew,m,Polish
Lewella,f,Welsh
Lewi,m,Biblical Hebrew
Lewin,m,English (Rare)
Lewis,m,English
Lex,m,"Dutch, English"
Lexa,f,English
Lexi,f,English
Lexia,f,English
Lexie,f,English
Lexine,f,English
Lexus,f,English
Lexy,f,English
Leyla,f,"Arabic, Azerbaijani, English (Modern), Persian, Turkish"
Leyton,m,English (Rare)
León,m,Spanish
Lhamo,"m, f","Bhutanese, Tibetan"
Li,"m, f","Chinese, Hebrew"
Lia,f,"Biblical Latin, Dutch, Georgian, Italian, Portuguese"
Liam,m,"English, Irish"
Liana,f,"English, Italian, Portuguese, Romanian"
Liane,f,German
Lianne,f,English (Rare)
Liat,f,Hebrew
Libbie,f,English
Libby,f,English
Libena,f,Czech
Liber,m,Roman Mythology
Liberatore,m,Italian
Liberia,f,Late Roman
Liberius,m,Late Roman
Liberty,f,English
Libi,f,Hebrew
Libitina,f,Roman Mythology
Libor,m,Czech
Liboria,f,Italian
Liborio,m,Italian
Liborius,m,Late Roman
Libuše,f,Czech
Liddy,f,English
Lidia,f,"Italian, Polish, Romanian, Spanish"
Lidija,f,"Croatian, Macedonian, Serbian, Slovene"
Lidiya,f,"Bulgarian, Russian"
Lidka,f,Polish
Lidochka,f,Russian
Lieber,m,Yiddish
Lieke,f,Dutch
Lien,f,Dutch
Lies,f,"Dutch, German"
Liesa,f,German
Liesbeth,f,Dutch
Liese,f,"Dutch, German"
Liesel,f,German
Lieselotte,f,German
Liesje,f,Dutch
Liesl,f,German
Lieve,f,Dutch
Lieven,m,Flemish
Lievin,m,Flemish
Ligaya,f,Tagalog
Ligeia,f,"Ancient Greek, Greek Mythology"
Lihi,f,Hebrew
Liina,f,Finnish
Liis,f,Estonian
Liisa,f,"Estonian, Finnish"
Liisi,f,"Estonian, Finnish"
Liisu,f,Estonian
Lijsbeth,f,Dutch
Lila,f,"English, Hindi, Indian"
Lilac,f,English (Rare)
Lilach,f,Hebrew
Lilavati,f,"Hindi (Rare), Indian"
Lileas,f,Scottish
Lili,f,"French, German, Hungarian"
Lilia,f,"Italian, Russian, Spanish, Ukrainian"
Lilian,"m, f","English, French"
Liliana,f,"English, Italian, Polish, Portuguese, Romanian, Spanish"
Liliane,f,French
Lilianne,f,French (Rare)
Lilias,f,Scottish
Lilibet,f,English
Lilibeth,f,English
Lilija,f,"Latvian, Lithuanian"
Lilijana,f,Slovene
Lilita,f,Latvian
Lilith,f,"Judeo-Christian Legend, Near Eastern Mythology"
Liliya,f,"Bulgarian, Russian, Ukrainian"
Liliána,f,Hungarian
Lilja,f,"Finnish, Icelandic"
Liljana,f,Macedonian
Lilla,f,Hungarian
Lilli,f,"Finnish, German"
Lillia,f,English
Lillian,f,English
Lilliana,f,English (Modern)
Lillias,f,Scottish
Lillie,f,English
Lilly,f,"Danish, English, Norwegian, Swedish"
Lilo,f,German
Lilou,f,French
Lily,f,English
Lilya,f,"Russian, Ukrainian"
Lilyana,f,Bulgarian
Lim,"m, f",Chinese
Limbani,"m, f","Chewa, Southern African"
Limbikani,"m, f","Chewa, Southern African"
Lin,"m, f",Chinese
Lina,f,"Arabic, Croatian, Danish, English, Hindi, Indian, Italian, Lithuanian, Norwegian, Swedish"
Linas,m,Lithuanian
Lincoln,m,English
Linda,f,"Ancient Germanic, Czech, Danish, Dutch, English, Finnish, French, German, Hungarian, Icelandic, Italian, Latvian, Norwegian, Slovak, Swedish"
Linden,m,English
Lindita,f,Albanian
Lindiwe,f,"Southern African, Zulu"
Lindon,m,English (Rare)
Lindsay,"m, f","English, Scottish"
Lindsey,"m, f","English, Scottish"
Lindsie,f,English (Rare)
Lindy,"m, f",English
Line,f,"Danish, French, Norwegian"
Linette,f,English
Linford,m,English (Rare)
Ling,"m, f",Chinese
Linh,f,Vietnamese
Linn,f,"Norwegian, Swedish"
Linnaea,f,English (Rare)
Linnet,f,English (Rare)
Linnette,f,English (Rare)
Linnie,f,English
Linnéa,f,Swedish
Lino,m,"Galician, Italian, Portuguese, Spanish"
Linos,m,"Ancient Greek, Greek Mythology"
Linsay,f,English (Rare)
Linsey,f,English
Linton,m,English
Linus,m,"Ancient Greek (Latinized), Danish, German, Greek Mythology (Latinized), Norwegian, Swedish"
Linwood,m,English
Linza,f,Ancient Germanic
Linzi,f,English (Rare)
Lionel,m,"English, French"
Lior,"m, f",Hebrew
Liora,f,Hebrew
Liorit,f,Hebrew
Liouba,f,Russian
Lir,m,Irish Mythology (Anglicized)
Liron,"m, f",Hebrew
Lis,f,"Danish, Norwegian, Swedish"
Lisa,f,"Danish, Dutch, English, German, Italian, Norwegian, Swedish"
Lisandro,m,Spanish
Lisanne,f,Dutch
Lisbet,f,"Danish, Norwegian, Swedish"
Lisbeth,f,German
Lise,f,"Danish, English, French, Norwegian, Swedish"
Liselot,f,Dutch
Liselott,f,Swedish
Liselotte,f,"Danish, Dutch, German, Swedish"
Lisette,f,"English, French"
Lisha,f,English
Liss,f,Norwegian
Lissa,f,English
Lissi,f,Danish
Lita,f,English
Lital,f,Hebrew
Liucija,f,Lithuanian
Liudvika,f,Lithuanian
Liudvikas,m,Lithuanian
Liupold,m,Ancient Germanic
Liv,f,"Danish, English, Norwegian, Swedish"
Livia,f,"Ancient Roman, English, Italian, Romanian"
Liviana,f,"Ancient Roman, Italian"
